customer_id,total_revenue,total_orders,avg_order_value,last_purchase_days,payment_delay_days,missed_payments,cost_to_serve,customer_tenure_months,customer_type
CUST_00000,39242.99415073294,39,1021.6798539611262,95,28.870041482857232,3.0,924.777389871114,20.0,Regular
CUST_00001,22208.43672351367,29,733.8939520900448,273,14.566650474782435,2.0,1328.4547037176092,5.0,At Risk
CUST_00002,23716.079630419372,15,1603.960584923603,137,0.7731053652423153,2.0,695.3052325884418,13.0,Regular
CUST_00003,41608.75672504444,43,957.4588147555844,237,16.959527583117783,2.0,2737.583606516897,50.0,Regular
CUST_00004,3030.980122178038,8,448.54017316652556,353,20.287976353080207,0.0,194.0813132557249,10.0,Regular
CUST_00005,36017.15375283183,21,1724.4506371668012,265,10.20054301597429,1.0,835.5021972798153,53.0,Regular
CUST_00006,68922.67974732672,39,1776.8637658674597,135,5.933180732084843,2.0,2700.9778187184465,17.099999999999998,New
CUST_00007,18435.185389012604,19,985.9885366663232,144,10.852213853294895,0.0,1776.5249304161155,49.0,Regular
CUST_00008,5819.625795596666,23,243.82948188859618,19,12.265037154033607,2.0,1780.3946066757367,51.0,Regular
CUST_00009,9439.270438526495,11,836.8695708421693,231,22.3520646583439,2.0,832.7571277224512,36.0,Regular
CUST_00010,27044.716421833506,11,1626.7215529789464,134,31.204269480838626,0.5,1077.546895438017,41.0,VIP
CUST_00011,64845.21054112107,24,1813.3706542378345,114,7.222072279256608,0.5,682.7361305783917,50.0,VIP
CUST_00012,17582.354053911404,36,486.5982107454321,139,16.019387690629472,3.0,790.9459892416493,16.0,Regular
CUST_00013,8666.780385546612,40,227.24986284801588,125,66.76983603200989,0.0,3265.419506504084,7.0,At Risk
CUST_00014,43140.3529495621,24,1766.9658609523935,204,3.2796550224641017,2.0,1292.0356844363173,32.0,At Risk
CUST_00015,2056.852752105897,3,839.869384059863,61,0.3687380313227985,2.0,143.01145775044318,25.0,At Risk
CUST_00016,24609.600413303422,22,1129.3458321083701,250,20.322814508691984,1.0,771.4908954693326,13.2,New
CUST_00017,5847.006106879126,2,1939.325042896442,298,2.1725260362823864,0.5,129.4224838779599,26.0,VIP
CUST_00018,7642.3372591798,24,226.47298303702343,13,0.4340738233175518,0.5,1344.9654879130917,36.0,VIP
CUST_00019,88215.89178357538,44,1331.8042141589815,255,1.7446784328682803,1.0,2105.2302037887434,53.0,VIP
CUST_00020,7781.051342679451,30,240.80030289224743,85,4.846948770770539,2.0,1603.7009039038242,28.0,Regular
CUST_00021,30467.25545784627,38,813.3909640863507,20,2.475203939306607,4.0,1952.3941859628726,44.0,Regular
CUST_00022,2915.1489412717515,2,1627.2476358675488,50,3.642084339794183,2.0,169.8261358733804,12.0,Regular
CUST_00023,19992.54310024771,21,923.5972422357054,164,37.007112315521205,2.0,2078.708433765258,26.0,Regular
CUST_00024,65895.69079937103,33,1994.6464724156058,92,12.187668457083875,1.0,2916.8662360176922,4.0,Regular
CUST_00025,13836.335278990346,12,1162.212641398544,88,12.454607436396135,3.0,1211.8216204651008,44.0,Regular
CUST_00026,23055.804043807373,22,710.2080900083116,69,0.9947274346490719,0.0,940.3564464682512,23.0,VIP
CUST_00027,22616.75335581106,44,518.211519219031,37,26.342708348568138,0.0,3881.613292806389,40.0,At Risk
CUST_00028,19076.495137424805,25,765.9890151437074,253,13.44555026033552,1.0,1356.9365380278368,7.199999999999999,New
CUST_00029,39902.59851900506,49,807.8132201431465,252,10.780599965779667,3.0,3953.616356841992,31.0,Regular
CUST_00030,6223.646813547211,27,230.55598767552584,140,5.186720779425521,2.0,1035.0426480589535,30.0,At Risk
CUST_00031,33236.93720732238,42,802.190978910869,355,5.499757164887406,1.0,3589.907074740787,3.0,Regular
CUST_00032,27236.071604208657,28,982.0531875045274,168,18.725994499918993,0.0,789.0372748958218,16.0,Regular
CUST_00033,34797.819850928834,16,1473.201729253729,54,11.092738092588554,1.0,674.8764821051216,34.0,VIP
CUST_00034,20150.5661714008,15,1347.7860209710552,178,13.196412086416275,1.0,1320.74643690365,38.0,Regular
CUST_00035,69119.86648584243,47,1446.654744935393,297,8.852146350099188,1.0,3726.452326064074,28.0,Regular
CUST_00036,8887.327121418477,44,115.8909955660285,301,5.970856451153926,0.5,2556.3474696730004,49.0,VIP
CUST_00037,1704.3400575341598,3,513.5680592030185,359,28.46348356377542,6.0,294.02090980018386,44.0,At Risk
CUST_00038,49390.01043082728,37,1357.2001479597272,106,0.7034286914490872,3.0,1298.995669265815,12.299999999999999,New
CUST_00039,11168.626907463602,7,1019.5797995415196,137,11.182867664833932,0.5,522.4215816558968,48.0,VIP
CUST_00040,2645.637595758218,21,110.09560376985729,190,58.79747105828885,2.0,478.3397540007716,7.0,Regular
CUST_00041,16000.380264833673,9,1628.5398206204625,128,15.150005200708206,3.0,746.7438248760827,8.0,Regular
CUST_00042,61202.481997078525,39,1568.338189251641,342,6.86568604708477,6.0,2385.4769533854733,7.0,At Risk
CUST_00043,20343.35957166002,18,1141.996409687769,47,3.254801640026685,1.0,1689.9761306210232,53.0,Regular
CUST_00044,405.8788883748495,4,226.28031897491704,5,11.00269492853119,1.0,223.64758423277124,37.0,Regular
CUST_00045,39320.67860148616,25,1556.3785941119108,257,45.239279718644326,8.0,1346.6321328404913,55.0,At Risk
CUST_00046,16832.849408813236,14,1209.0558166895914,300,8.626308745207115,4.0,756.3590518437248,7.0,Regular
CUST_00047,21279.210598543377,9,1585.7239566001224,150,7.495107537883494,1.0,458.37497039580956,50.0,VIP
CUST_00048,39484.64512035037,26,1528.3192855520967,294,1.7481079393416206,1.0,773.6024233742949,5.3999999999999995,New
CUST_00049,5977.150439347419,2,1625.7039367198906,243,12.568707375978228,2.0,240.61632988775278,48.0,VIP
CUST_00050,32320.324458667787,20,1084.2153261687872,275,12.116643742156665,0.5,986.947044309178,39.0,VIP
CUST_00051,10615.488337022914,28,366.6165845676785,208,34.097758416761714,2.0,1769.5074361593813,21.0,Regular
CUST_00052,97182.66168847676,47,1375.1991994214086,115,3.56949530642303,1.0,1041.9244863049632,34.0,VIP
CUST_00053,7840.779750822732,7,1278.9001915987442,195,14.124144451699124,1.0,158.88724452125783,14.7,New
CUST_00054,67558.98937865008,44,1510.2810556782656,343,5.69276509896104,2.0,3003.7958798828845,57.0,Regular
CUST_00055,2455.7868308190536,8,422.7739114963971,170,16.350312673869492,4.0,668.5614456802538,27.0,At Risk
CUST_00056,32716.389761804632,47,470.4528798105495,82,16.952891749834702,1.0,2767.792664496628,8.0,VIP
CUST_00057,93814.36180390076,35,1791.7780827167242,154,2.5102238595381534,0.5,1149.8260771316268,34.0,VIP
CUST_00058,20986.79157168245,14,1524.9578170589346,141,4.198714928229117,1.0,432.7851847851686,18.0,Regular
CUST_00059,30921.268858058993,17,1825.6341285306135,314,14.841659674474721,0.0,1546.7152176573572,15.299999999999999,New
CUST_00060,82858.18314635675,36,1541.5591102114493,146,8.450355569980344,1.0,2732.622326754298,52.0,VIP
CUST_00061,50062.121245298724,40,1234.5950813815734,323,0.9697677640082354,3.0,3933.2804541130845,41.0,Regular
